// /home/runner/work/aipriceaction/aipriceaction/market_data/AAA_2025-01-02_to_2025-08-08.csv
AAA,2025-06-16,7.05,7.16,7.04,7.14,1051200
AAA,2025-06-17,7.16,7.31,7.15,7.24,1777600
AAA,2025-06-18,7.24,7.27,7.18,7.2,993000
AAA,2025-06-19,7.19,7.2,7.13,7.16,691600
AAA,2025-06-20,7.16,7.18,7.12,7.15,1246300
AAA,2025-06-23,7.14,7.14,7.06,7.08,1759700
AAA,2025-06-24,7.12,7.19,7.1,7.14,1312500
AAA,2025-06-25,7.18,7.23,7.12,7.17,1348900
AAA,2025-06-26,7.2,7.2,7.13,7.16,897900
AAA,2025-06-27,7.16,7.21,7.15,7.17,1683300
AAA,2025-06-30,7.18,7.34,7.18,7.25,1439000
AAA,2025-07-01,7.22,7.26,7.15,7.15,1511300
AAA,2025-07-02,7.17,7.25,7.17,7.23,2582300
AAA,2025-07-03,7.28,7.28,7.18,7.2,1855800
AAA,2025-07-04,7.23,7.27,7.19,7.21,1315100
AAA,2025-07-07,7.24,7.33,7.22,7.28,3164600
AAA,2025-07-08,7.35,7.48,7.34,7.39,4598500
AAA,2025-07-09,7.44,7.54,7.4,7.47,3756600
AAA,2025-07-10,7.56,7.74,7.52,7.7,5850400
AAA,2025-07-11,7.74,7.77,7.56,7.57,3808200
AAA,2025-07-14,7.59,7.62,7.4,7.56,2572500
AAA,2025-07-15,7.6,7.74,7.59,7.62,3400200
AAA,2025-07-16,7.62,7.72,7.55,7.63,2488100
AAA,2025-07-17,7.65,7.84,7.65,7.77,4709400
AAA,2025-07-18,7.87,7.9,7.74,7.76,3295400
AAA,2025-07-21,7.76,7.84,7.68,7.68,3726500
AAA,2025-07-22,7.68,7.73,7.62,7.68,2312700
AAA,2025-07-23,7.77,7.89,7.74,7.89,5108600
AAA,2025-07-24,8.0,8.4,8.0,8.24,6240400
AAA,2025-07-25,8.25,8.3,8.12,8.14,4322400
AAA,2025-07-28,8.17,8.3,8.16,8.21,4830200
AAA,2025-07-29,8.28,8.35,7.8,7.8,7724700
AAA,2025-07-30,7.8,8.34,7.79,8.34,8540800
AAA,2025-07-31,8.7,8.92,8.64,8.8,12026000
AAA,2025-08-01,8.9,8.9,8.45,8.51,5356600
AAA,2025-08-04,8.55,8.69,8.4,8.6,3821600
AAA,2025-08-05,8.6,8.66,8.15,8.38,8710500
AAA,2025-08-06,8.43,8.54,8.4,8.45,2830500
AAA,2025-08-07,8.55,8.65,8.48,8.54,3575600
AAA,2025-08-08,8.55,8.82,8.53,8.61,5349700

// /home/runner/work/aipriceaction/aipriceaction/market_data/ACB_2025-01-02_to_2025-08-08.csv
ACB,2025-06-16,21.0,21.3,20.95,21.3,8986600
ACB,2025-06-17,21.4,21.45,21.15,21.2,7025500
ACB,2025-06-18,21.2,21.35,21.15,21.3,7425200
ACB,2025-06-19,21.3,21.35,21.15,21.3,7279500
ACB,2025-06-20,21.3,21.75,21.3,21.45,15752600
ACB,2025-06-23,21.4,21.45,21.25,21.35,8984400
ACB,2025-06-24,21.45,21.6,21.3,21.3,8571600
ACB,2025-06-25,21.35,21.45,21.25,21.25,7771700
ACB,2025-06-26,21.3,21.35,21.15,21.2,9897400
ACB,2025-06-27,21.3,21.3,21.15,21.2,6312400
ACB,2025-06-30,21.25,21.3,21.15,21.3,5858100
ACB,2025-07-01,21.3,21.4,21.25,21.3,7527600
ACB,2025-07-02,21.3,21.45,21.25,21.3,7629500
ACB,2025-07-03,21.35,21.6,21.3,21.4,15125500
ACB,2025-07-04,21.45,22.2,21.45,21.85,26955100
ACB,2025-07-07,22.05,22.35,21.9,22.25,17316100
ACB,2025-07-08,22.4,22.4,22.1,22.25,14675400
ACB,2025-07-09,22.25,22.5,22.25,22.45,18703900
ACB,2025-07-10,22.65,22.7,22.4,22.55,9132500
ACB,2025-07-11,22.55,22.75,22.5,22.7,15977200
ACB,2025-07-14,22.75,22.85,22.35,22.7,12303700
ACB,2025-07-15,22.7,22.8,22.45,22.45,12688100
ACB,2025-07-16,22.45,22.55,22.3,22.45,10934500
ACB,2025-07-17,22.45,22.55,22.4,22.45,15112900
ACB,2025-07-18,22.5,22.75,22.4,22.65,17844500
ACB,2025-07-21,22.7,23.1,22.65,22.85,17137200
ACB,2025-07-22,22.85,22.9,22.6,22.9,12037900
ACB,2025-07-23,23.05,23.15,22.9,23.0,15197600
ACB,2025-07-24,23.15,23.5,23.1,23.2,15167000
ACB,2025-07-25,23.45,23.7,23.45,23.6,17559600
ACB,2025-07-28,23.7,23.85,23.5,23.85,16870500
ACB,2025-07-29,23.9,23.95,22.75,22.75,34025200
ACB,2025-07-30,22.75,23.1,22.7,23.0,15001100
ACB,2025-07-31,23.2,23.25,22.7,23.0,10605400
ACB,2025-08-01,23.0,23.05,22.8,23.0,7316600
ACB,2025-08-04,23.0,23.3,22.8,23.3,11137700
ACB,2025-08-05,23.5,24.5,23.3,23.45,42323400
ACB,2025-08-06,23.7,24.4,23.7,24.2,16251000
ACB,2025-08-07,24.4,24.65,24.1,24.4,19097800
ACB,2025-08-08,24.5,24.8,24.0,24.25,15787100

// /home/runner/work/aipriceaction/aipriceaction/market_data/ACV_2025-01-02_to_2025-08-08.csv
ACV,2025-06-16,56.14,56.51,55.6,56.45,507888
ACV,2025-06-17,56.26,56.99,56.26,56.69,216072
ACV,2025-06-18,56.69,57.11,56.02,56.26,227596
ACV,2025-06-19,56.51,56.51,55.66,55.96,213132
ACV,2025-06-20,56.02,56.2,55.72,55.96,120188
ACV,2025-06-23,55.96,55.96,55.17,55.47,297841
ACV,2025-06-24,55.53,57.18,55.41,56.93,421195
ACV,2025-06-25,56.99,57.24,54.14,56.99,369695
ACV,2025-06-26,57.11,58.27,56.99,58.21,570254
ACV,2025-06-27,58.15,59.36,58.09,59.06,551624
ACV,2025-06-30,58.94,59.91,58.94,59.85,445835
ACV,2025-07-01,59.67,59.67,57.72,57.97,726911
ACV,2025-07-02,58.03,58.69,57.54,58.15,276371
ACV,2025-07-03,58.15,59.24,58.03,59.0,535964
ACV,2025-07-04,58.88,59.24,58.45,58.82,280222
ACV,2025-07-07,58.82,58.82,57.72,58.33,511968
ACV,2025-07-08,58.27,58.27,57.48,57.6,481929
ACV,2025-07-09,57.72,58.21,57.54,57.72,347830
ACV,2025-07-10,57.72,57.97,56.99,57.11,878617
ACV,2025-07-11,57.3,57.54,56.69,56.99,800073
ACV,2025-07-14,57.05,57.42,56.39,56.51,777178
ACV,2025-07-15,56.57,57.36,56.57,56.99,419239
ACV,2025-07-16,57.18,57.3,56.87,57.05,305241
ACV,2025-07-17,57.18,57.6,56.81,56.93,456385
ACV,2025-07-18,57.11,58.09,56.81,57.9,733929
ACV,2025-07-21,57.78,58.69,57.05,57.11,780327
ACV,2025-07-22,57.11,57.66,57.05,57.11,610735
ACV,2025-07-23,57.24,58.69,57.11,58.69,1031058
ACV,2025-07-24,58.69,59.3,58.21,58.57,811748
ACV,2025-07-25,59.3,59.97,58.94,59.18,891188
ACV,2025-07-28,59.18,60.33,59.18,60.09,1099945
ACV,2025-07-29,60.33,62.22,57.78,58.63,1559046
ACV,2025-07-30,60.15,60.15,58.33,59.48,561980
ACV,2025-07-31,59.48,61.37,59.24,60.94,816588
ACV,2025-08-01,60.94,61.85,60.82,61.12,608967
ACV,2025-08-04,61.37,62.34,61.19,61.85,934362
ACV,2025-08-05,61.98,62.4,58.33,61.79,1121993
ACV,2025-08-06,61.98,64.34,60.76,63.86,1482717
ACV,2025-08-07,65.0,72.0,65.0,67.1,2082401
ACV,2025-08-08,67.1,68.3,66.2,66.7,1012200

// /home/runner/work/aipriceaction/aipriceaction/market_data/ANV_2025-01-02_to_2025-08-08.csv
ANV,2025-06-16,16.1,16.8,16.1,16.6,2070800
ANV,2025-06-17,16.7,16.9,16.55,16.55,1100900
ANV,2025-06-18,16.65,16.75,16.35,16.6,1182800
ANV,2025-06-19,16.65,16.65,16.35,16.35,679000
ANV,2025-06-20,16.4,17.45,16.3,17.45,3665900
ANV,2025-06-23,17.55,17.75,17.15,17.65,3944500
ANV,2025-06-24,17.95,18.45,17.8,18.05,3937400
ANV,2025-06-25,18.05,18.45,17.8,18.25,3203700
ANV,2025-06-26,18.4,19.0,18.15,18.85,3619400
ANV,2025-06-27,19.2,20.15,18.95,19.8,6540800
ANV,2025-06-30,19.9,21.15,19.9,21.15,6576300
ANV,2025-07-01,22.0,22.6,21.1,22.6,8833600
